user_id,app_name,event_datetime,event_type,search_term,media_id,event_data
f52df8e5e3e33ee9ac4b7ebc8e64b65f,youtube,2023-01-01 00:01:24,search,auld lang syne,None,"{""search_term"": ""auld lang syne""}"
f52df8e5e3e33ee9ac4b7ebc8e64b65f,youtube,2023-01-01 00:01:53,watched_video,,artRm4te5GE,"{""title"": ""Auld Lang Syne- Slade"", ""video_id"": ""artRm4te5GE"", ""channel_name"": ""LEB Gaming"", ""channel_id"": ""UCtK2Th27id4XrAzZlpDou1g"", ""is_ad"": false}"
f52df8e5e3e33ee9ac4b7ebc8e64b65f,youtube,2023-01-01 00:04:23,watched_video,,wPnhaGWBnys,"{""title"": ""Auld Lang Syne -Dougie MacLean (With Lyrics-English Translation)12/31/2022 update in description"", ""video_id"": ""wPnhaGWBnys"", ""channel_name"": ""saminnyc"", ""channel_id"": ""UC8fLFWcIQ_P4r0cqkjQEdGA"", ""is_ad"": false}"
f52df8e5e3e33ee9ac4b7ebc8e64b65f,youtube,2023-01-01 00:50:26,watched_video,,C0BQ4pfjASk,"{""title"": ""Jamie Webster - Allez Allez Allez | BOSS Paris - Cours de Vincennes (28.05.2022)"", ""video_id"": ""C0BQ4pfjASk"", ""channel_name"": ""BOSS Night"", ""channel_id"": ""UCCbj4XC2FfhhqmmB4E54diw"", ""is_ad"": false}"
f52df8e5e3e33ee9ac4b7ebc8e64b65f,youtube,2023-01-01 00:53:38,watched_video,,S6WYFbget9Q,"{""title"": ""Jamie Webster - Sim Senhor (Roberto Firmino Song) | BOSS Paris - Cours de Vincennes (28.05.2022)"", ""video_id"": ""S6WYFbget9Q"", ""channel_name"": ""BOSS Night"", ""channel_id"": ""UCCbj4XC2FfhhqmmB4E54diw"", ""is_ad"": false}"
f52df8e5e3e33ee9ac4b7ebc8e64b65f,youtube,2023-01-01 00:55:58,watched_video,,TQyQysGlT8c,"{""title"": ""Jamie Webster - Fields of Anfield Road | BOSS Paris - Cours de Vincennes (28.05.2022)"", ""video_id"": ""TQyQysGlT8c"", ""channel_name"": ""BOSS Night"", ""channel_id"": ""UCCbj4XC2FfhhqmmB4E54diw"", ""is_ad"": false}"
f52df8e5e3e33ee9ac4b7ebc8e64b65f,youtube,2023-01-01 00:58:49,watched_video,,5L4V2rD19SE,"{""title"": ""Jamie Webster - Mo Salah Song | BOSS Paris - Cours de Vincennes (28.05.2022)"", ""video_id"": ""5L4V2rD19SE"", ""channel_name"": ""BOSS Night"", ""channel_id"": ""UCCbj4XC2FfhhqmmB4E54diw"", ""is_ad"": false}"
f52df8e5e3e33ee9ac4b7ebc8e64b65f,youtube,2023-01-01 01:01:44,watched_video,,tiq6BP5v5d4,"{""title"": ""Jamie Webster - Jurgen is a Red (I Feel Fine) | BOSS Paris - Cours de Vincennes (28.05.2022)"", ""video_id"": ""tiq6BP5v5d4"", ""channel_name"": ""BOSS Night"", ""channel_id"": ""UCCbj4XC2FfhhqmmB4E54diw"", ""is_ad"": false}"
f52df8e5e3e33ee9ac4b7ebc8e64b65f,youtube,2023-01-01 01:04:06,watched_video,,P-sFubkkQwo,"{""title"": ""Jamie Webster - You'll Never Walk Alone | BOSS Paris - Cours de Vincennes (28.05.2022)"", ""video_id"": ""P-sFubkkQwo"", ""channel_name"": ""BOSS Night"", ""channel_id"": ""UCCbj4XC2FfhhqmmB4E54diw"", ""is_ad"": false}"
f52df8e5e3e33ee9ac4b7ebc8e64b65f,youtube,2023-01-01 01:07:52,watched_video,,7EuX2fnNUm0,"{""title"": ""Jamie Webster - We Love You Liverpool | BOSS Paris - Cours de Vincennes (28.05.2022)"", ""video_id"": ""7EuX2fnNUm0"", ""channel_name"": ""BOSS Night"", ""channel_id"": ""UCCbj4XC2FfhhqmmB4E54diw"", ""is_ad"": false}"
f52df8e5e3e33ee9ac4b7ebc8e64b65f,youtube,2023-01-01 01:10:50,watched_video,,yyg2k0zlHUk,"{""title"": ""Jamie Webster - Weekend In Paradise (Lyric Video)"", ""video_id"": ""yyg2k0zlHUk"", ""channel_name"": ""Jamie Webster"", ""channel_id"": ""UCPRHIpfcneKVShEfLUAZsuQ"", ""is_ad"": false}"
f52df8e5e3e33ee9ac4b7ebc8e64b65f,youtube,2023-01-01 01:14:07,watched_video,,GrHy0AP44eM,"{""title"": ""Jamie Webster - Divock Origi Song (Tribute) | BOSS Paris - Cours de Vincennes (28.05.2022)"", ""video_id"": ""GrHy0AP44eM"", ""channel_name"": ""BOSS Night"", ""channel_id"": ""UCCbj4XC2FfhhqmmB4E54diw"", ""is_ad"": false}"
f52df8e5e3e33ee9ac4b7ebc8e64b65f,youtube,2023-01-01 01:17:06,watched_video,,23g5HBOg3Ic,"{""title"": ""Ed Sheeran, Pok\u00e9mon - Celestial [Official Video]"", ""video_id"": ""23g5HBOg3Ic"", ""channel_name"": ""Ed Sheeran"", ""channel_id"": ""UC0C-w0YjGpqDXGB8IHb662A"", ""is_ad"": false}"
f52df8e5e3e33ee9ac4b7ebc8e64b65f,youtube,2023-01-01 01:21:31,watched_video,,K0ibBPhiaG0,"{""title"": ""Ed Sheeran - Castle On The Hill [Official Music Video]"", ""video_id"": ""K0ibBPhiaG0"", ""channel_name"": ""Ed Sheeran"", ""channel_id"": ""UC0C-w0YjGpqDXGB8IHb662A"", ""is_ad"": false}"
f52df8e5e3e33ee9ac4b7ebc8e64b65f,youtube,2023-01-01 01:26:22,watched_video,,XHcmEGosMzs,"{""title"": ""Jamie Webster - We Won It Six Times | BOSS Paris - Cours de Vincennes (28.05.2022)"", ""video_id"": ""XHcmEGosMzs"", ""channel_name"": ""BOSS Night"", ""channel_id"": ""UCCbj4XC2FfhhqmmB4E54diw"", ""is_ad"": false}"
